GeneID,Symbol,Chromosomes,GRCh38_start,GRCh38_stop
340205,TREML1,6,41149260,41155403
340252,ZNF680,7,64499069,64563071
340260,UNCX,7,1232872,1237326
340267,COL28A1,7,7338194,7543870
340273,ABCB5,7,20615667,20757008
340277,FAM221A,7,23680199,23703249
340307,CTAGE6,7,143755089,143757696
340348,TSPAN33,7,129144707,129169699
340351,AGBL3,7,134986508,135135778
340359,KLHL38,8,123644442,123653801
340371,NRBP2,8,143829776,143840973
340385,ZNF517,8,144798913,144813513
340390,WDR97,8,144107739,144118328
340393,TMEM249,8,144353228,144354931
340419,RSPO2,8,107899316,108083620
340441,POTEA,8,43292370,43365175
340481,ZDHHC21,9,14588797,14693432
340485,ACER2,9,19409009,19452505
340526,RTL5,X,72127110,72131915
340527,NHSL2,X,71910845,72153286
340529,PABPC1L2A,X,73077276,73079512
340533,NEXMIF,X,74732856,74925452
340542,BEX5,X,102153712,102155977
340543,TCEAL5,X,103273691,103276750
340547,VSIG1,X,108018879,108079184
340554,ZC3H12B,X,65034826,65507887
340562,SATL1,X,85092284,85243779
340578,DCAF12L2,X,126163499,126166289
340595,RTL4,X,112083013,112457514
340596,LHFPL1,X,112630648,112679938
340602,EZHIP,X,51406948,51408843
340654,LIPM,10,88802730,88820546
340665,CYP26C1,10,93060798,93069540
340706,VWA2,10,114239254,114294500
340719,NANOS1,10,119029714,119033730
340745,LRIT2,10,84220485,84225589
340784,HMX3,10,123135970,123139423
340811,AKR1C8,10,5115813,5185150
340895,MALRD1,10,19046927,19734478
340900,EBLN1,10,22208475,22218015
340980,OR52B6,11,5580877,5581884
340990,OTOG,11,17547259,17646044
341019,DCDC1,11,30863603,31369739
341032,POU2AF2,11,111245725,111286401
341116,MS4A10,11,60785333,60801305
341152,OR2AT4,11,75088692,75096890
341208,HEPHL1,11,94021354,94114208
341276,OR10A2,11,6863057,6874717
341277,OVCH2,11,7678693,7706477
341346,SMCO2,12,27423316,27502185
341350,OVCH1,12,29402168,29497686
341359,SYT10,12,33374238,33439819
341392,ACSM4,12,7304072,7328719
341405,ANKRD33,12,51888103,51891727
341416,OR6C2,12,55444076,55453347
341418,OR6C4,12,55549602,55555832
341567,H1-7,12,48328980,48330279
341568,OR8S1,12,48525632,48526570
341640,FREM2,13,38687077,38887131
341676,NEK5,13,52033611,52129073
341799,OR6S1,14,20640696,20641691
341880,SLC35F4,14,57563920,57983181
341883,LRRC9,14,59919713,60066817
341947,COX8C,14,93347182,93348356
342035,GLDN,15,51341655,51413365
342096,GOLGA6A,15,74069857,74082550
342125,TMC3,15,81331088,81374213
342132,ZNF774,15,90352284,90369150
342184,FMN1,15,32765544,33194714
342346,C16orf96,16,4538601,4600758
342357,ZKSCAN2,16,25236001,25257845
342371,ATXN1L,16,71845976,71857328
342372,PKD1L3,16,71929538,72000402
342510,CD300E,17,74609885,74623738
342527,SMTNL2,17,4584007,4608319
342538,NACA2,17,61590421,61591219
342574,KRT27,17,40776808,40782550
342618,SLFN14,17,35543985,35560819
342667,STAC2,17,39210541,39225945
342850,ANKRD62,18,12093843,12181684
342865,VSTM2B,19,29525418,29564551
342892,ZNF850,19,36743480,36772807
342897,NCCRP1,19,39196964,39201884
342898,SYCN,19,39202825,39204263
342900,LEUTX,19,39776453,39786291
342908,ZNF404,19,43872365,43883964
342909,ZNF284,19,44072159,44089613
342918,C19orf81,19,50649445,50659306
342926,ZNF677,19,53235381,53254873
342931,RFPL4A,19,55757294,55763421
342933,ZSCAN5B,19,56189686,56197890
342945,ZSCAN22,19,58326994,58342332
342977,NANOS3,19,13862036,13880757
342979,PALM3,19,14053367,14062076
343035,RD3,1,211476522,211492162
343066,AADACL4,1,12644085,12667076
343068,PRAMEF5,1,13254198,13263435
343069,HNRNPCL1,1,12847377,12848720
343070,PRAMEF9,1,13171848,13179459
343071,PRAMEF10,1,12892896,12898270
343099,CCDC18,1,93179913,93278730
343169,OR6F1,1,247711436,247716646
343170,OR14K1,1,247738615,247739559
343171,OR2W3,1,247895587,247896531
343172,OR2T8,1,247920252,247923152
343173,OR2T3,1,248473351,248474307
343263,MYBPHL,1,109292365,109307011
343406,OR10R2,1,158472220,158480936
343413,FCRL6,1,159800512,159816257
343450,KCNT2,1,196225779,196608440
343472,BARHL2,1,90711539,90717302
343521,DYNLT4,1,44805893,44807351
343563,OR2T29,1,248556912,248562772
343578,ARHGAP40,20,38601809,38650653
343637,RSPO4,20,958452,1002311
343641,TGM6,20,2380901,2432753
343702,XKR7,20,31968151,32003387
343930,MSGN1,2,17816460,17817798
343990,CRACDL,2,98793846,98936225
344018,FIGLA,2,70777310,70790643
344022,NOTO,2,73202574,73212513
344065,ZNF892,2,95206355,95263586
344148,NCKAP5,2,132671788,133674836
344167,FOXI3,2,88446787,88452693
344191,EVX2,2,176077472,176083962
344387,CDKL4,2,39168045,39247120
344558,SH3RF3,2,109129205,109504634
344561,GPR148,2,130729070,130730336
344657,LRRIQ4,3,169812870,169837773
344658,SAMD7,3,169911572,169939175
344752,AADACL2,3,151733927,151761339
344758,GPR149,3,154334943,154430190
344787,ZNF860,3,31981750,32006443
344805,TMPRSS7,3,112034736,112081269
344807,CD200R1L,3,112815711,112846864
344838,PAQR9,3,142949164,142964008
344892,RTP2,3,187698259,187715691
344901,OSTN,3,191199241,191265615
344905,ATP13A5,3,193274789,193378753
345051,REELD1,4,146214538,146232267
345062,PRSS48,4,151277161,151291862
345079,SOWAHB,4,76894152,76898144
345193,LRIT3,4,109848107,109872315
345222,MSANTD1,4,3244273,3256613
345274,SLC10A6,4,86823468,86849384
345275,HSD17B13,4,87303794,87322882
345456,PFN3,5,177400109,177400661
345462,ZNF879,5,179023804,179035064
345557,PLCXD3,5,41306952,41510601
345611,IRGM,5,150846521,150902402
345630,FBLL1,5,168529305,168530634
345643,MCIDAS,5,55219564,55227315
345651,ACTBL2,5,57480018,57482811
345757,FAM174A,5,100535374,100586741
345778,MTX3,5,79976716,79991262
345895,RSPH4A,6,116616479,116632985
345930,ECT2L,6,138796087,138904070
346007,EYS,6,63719980,65707226
346157,ZNF391,6,27374615,27403908
346171,ZFP57,6,29672392,29681152
346288,SEPTIN14,7,55793540,55862752
346389,MACC1,7,20134655,20217384
346517,OR6V1,7,143052341,143053282
346525,OR2A12,7,144086278,144098953
346528,OR2A1,7,144312079,144322737
346562,GNAT3,7,80458635,80512064
346606,MOGAT3,7,101192886,101201036
346653,GARIN1A,7,128671629,128709166
346673,STRA8,7,135231915,135258663
346689,KLRG2,7,139427098,139483673
346702,PRSS51,8,10481293,10547723
347051,SLC10A5,8,81693631,81695058
347088,ADGRD2,9,124450451,124478580
347148,QRFP,9,130892707,130896812
347168,OR1J1,9,122476958,122477926
347169,OR1B1,9,122628069,122657626
347240,KIF24,9,34252380,34333671
347252,IGFBPL1,9,38406528,38424454
347273,CAVIN4,9,100576867,100588389
347344,ZNF81,X,47836902,47925627
347365,ITIH6,X,54748918,54798255
347404,LANCL3,X,37571661,37684463
347411,MPC1L,X,40623428,40624136
347442,DCAF8L2,X,27468941,27749942
347454,SOWAHD,X,119758588,119760202
347468,OR13H1,X,131544074,131545000
347475,CCDC160,X,134237182,134246842
347487,CXorf66,X,139955728,139965521
347516,DGAT2L6,X,70177483,70205704
347517,RAB41,X,70282172,70285002
347527,ARSH,X,3006546,3034111
347541,MAGEB5,X,26216169,26218270
347549,CENPVL3,X,51617020,51618912
347687,GNG5B,X,110346454,110346973
347688,TUBB8,10,46455,76621
347730,LRRTM1,2,80288356,80304752
347731,LRRTM3,10,66926036,67101551
347732,CATSPER3,5,134967907,135011696
347733,TUBB2B,6,3224277,3227653
347734,SLC35B2,6,44254101,44257890
347735,SERINC2,1,31409777,31434678
347736,NME9,3,138261436,138329851
347741,OTOP3,17,74935802,74949992
347744,C6orf52,6,10671422,10694891
347853,TBX10,11,67631303,67641754
347862,GATD1,11,767222,777487
347902,AMIGO2,12,47075707,47079959
348013,TMEM255B,13,113759226,113816995
348093,RBPMS2,15,64739891,64775589
348094,ANKDD1A,15,64911902,64958691
348110,ARPIN,15,89895006,89912952
348158,ACSM2B,16,20536226,20576367
348174,CLEC18A,16,69943519,69966623
348180,CTU2,16,88706503,88715396
348235,SKA2,17,59109857,59155186
348262,MCRIP1,17,81822361,81833291
348303,SELENOV,19,39515113,39520686
348327,ZNF530,19,57599885,57612722
348378,SHISAL2A,1,52632788,52669683
348487,FAM131C,1,16057769,16073651
348654,GEN1,2,17753278,17788946
348751,FTCDNL1,2,199663835,199851192
348793,WDR53,3,196554177,196568554
348801,LNP1,3,100401539,100456319
348807,CFAP100,3,126394909,126436556
348932,SLC6A18,5,1225381,1246189
348938,NIPAL4,5,157460019,157474722
348980,HCN1,5,45254948,45696380
348995,NUP43,6,149724315,149749358
349075,ZNF713,7,55887456,55942225
349136,WDR86,7,151368955,151410712
349149,GJC3,7,99923266,99930747
349334,FOXD4L4,9,65737146,65738396
349565,NMNAT3,3,139560180,139678050
349633,PLET1,11,112248153,112260860
349667,RTN4RL2,11,57460528,57477534
350383,GPR142,17,74367506,74372600
352909,DNAAF3,19,55158661,55166722
352999,C6orf58,6,127577174,127591820
353088,ZNF429,19,21505602,21540668
353091,RAET1G,6,149916878,149923121
353116,RILPL1,12,123470054,123533719
353131,LCE1A,1,152827473,152828097
353132,LCE1B,1,152811971,152813108
353133,LCE1C,1,152804832,152806651
353134,LCE1D,1,152796721,152798181
353135,LCE1E,1,152786257,152788426
353137,LCE1F,1,152775140,152777024
353139,LCE2A,1,152698345,152699442
353140,LCE2C,1,152675279,152676569
353141,LCE2D,1,152663380,152664659
353142,LCE3A,1,152622834,152623103
353143,LCE3B,1,152613811,152614098
353144,LCE3C,1,152600234,152601086
353145,LCE3E,1,152565654,152566780
353149,TBC1D26,17,15732277,15744784
353164,TAS2R42,12,11185993,11186937
353174,ZACN,17,76079182,76082806
353189,SLCO4C1,5,102233986,102296284
353238,PADI6,1,17372196,17401699
353267,RAMACL,6,166583009,166586678
353274,ZNF445,3,44431705,44477670
353288,KRT26,17,40766238,40772201
353299,RGSL1,1,182447877,182560597
353322,ANKRD37,4,185396841,185400723
353323,KRTAP12-2,21,44666189,44666927
353324,SPATA12,3,57060664,57075432
353332,KRTAP12-1,21,44681576,44682163
353333,KRTAP10-10,21,44637356,44638455
353345,GPR141,7,37683766,37743835
353355,ZNF233,19,44259886,44275317
353376,TICAM2,5,115578496,115602479
353497,POLN,4,2071918,2242121
353500,BMP8A,1,39491636,39529869
353513,VCY1B,Y,14056227,14056958
353514,LILRA5,19,54307070,54313166
359710,BPIFB3,20,33053903,33073847
359787,DPPA3,12,7711433,7717559
359845,RFLNB,17,439978,445940
359948,IRF2BP2,1,234604269,234610178
360023,ZBTB41,1,197153682,197201293
360030,NANOGNB,12,7765216,7774121
360200,TMPRSS9,19,2360265,2426261
360203,GLT6D1,9,135623648,135641216
360205,PRAC2,17,48718666,48724758
360226,PRSS41,16,2798470,2805304
373156,GSTK1,7,143263441,143269115
373509,USP50,15,50493025,50546666
373863,DND1,5,140670794,140673576
374286,FBXW10B,17,15565482,15619704
374291,NDUFS7,19,1383907,1395584
374308,PTCHD3,10,27397121,27414347
374354,NHLRC2,10,113854661,113917194
374355,CCDC172,10,116324448,116380029
374378,GALNT18,11,11270877,11622005
374383,NCR3LG1,11,17351800,17381661
374393,FAM111B,11,59107237,59127412
374395,TMEM179B,11,62787402,62790400
374403,TBC1D10C,11,67403913,67410090
374407,DNAJB13,11,73951026,73970281
374454,KRT77,12,52689626,52703524
374462,PTPRQ,12,80444235,80680273
374470,C12orf42,12,103047624,103563790
374569,ASPG,14,104085700,104115582
374618,TEX9,15,56243973,56460010
374654,KIF7,15,89617309,89663049
374655,ZNF710,15,89998307,90082191
374659,HDDC3,15,90929968,90932569
374739,TEPP,16,57976544,57988116
374768,SPEM1,17,7420324,7421632
374786,EFCAB5,17,29929903,30108452
374819,LRRC37A3,17,64854130,64919478
374860,ANKRD30B,18,14748172,14941135
374864,CCDC178,18,32937406,33441040
374868,ATP9B,18,79069394,79378283
374872,PEAK3,19,2274631,2282175
374875,HSD11B1L,19,5681027,5688522
374877,TEX45,19,7497548,7508450
374879,ZNF699,19,9291140,9309838
374882,TMEM205,19,11342778,11346492
374887,YJEFN3,19,19528911,19537581
374897,SBSN,19,35523367,35528311
374899,ZNF829,19,36888124,36916291
374900,ZNF568,19,36916332,36997932
374907,B3GNT8,19,41425359,41428730
374918,IGFL1,19,46229742,46231243
374920,ZSWIM9,19,48170680,48197620
374928,ZNF773,19,57499938,57518437
374946,DRAXIN,1,11686635,11725857
374955,SPATA21,1,16395677,16437842
374969,SVBP,1,42807052,42817397
374973,TEX38,1,46668886,46673594
374977,MROH7,1,54641786,54710266
374986,MIGA1,1,77779649,77879540
375033,PEAR1,1,156893718,156916429
375035,SFT2D2,1,168226004,168253021
375056,MIA3,1,222618097,222668007
375057,STUM,1,226548764,226609230
375061,FAM89A,1,231018958,231040254
375189,PFN4,2,24114809,24123491
375190,FAM228B,2,24076833,24169638
375248,ANKRD36,2,97113153,97264521
375287,RBM43,2,151247940,151261863
375298,CERKL,2,181536672,181657105
375307,CATIP,2,218356857,218368094
375316,RBM44,2,237798779,237842805
375318,AQP12A,2,240691866,240698483
375323,LHFPL4,3,9498361,9553822
375337,TOPAZ1,3,44241886,44336689
375341,C3orf62,3,49268596,49277232
375346,STIMATE,3,52836733,52897548
375387,NRROS,3,196639694,196662004
375444,C5orf34,5,43486709,43515148
375449,MAST4,5,66596393,67169593
375484,SIMC1,5,176238424,176345989
375519,GJB7,6,87282980,87329278
375567,VWC2,7,49773638,49922205
375593,TRIM73,7,75395629,75405605
375607,NAT16,7,101170496,101180293
375611,SLC26A5,7,103352730,103446207
375612,LHFPL3,7,104328603,104908561
375616,KCP,7,128876865,128910709
375686,SPATC1,8,144010977,144047114
375704,ENHO,9,34521043,34522990
375743,PTAR1,9,69709525,69760011
375748,ERCC6L2,9,95875691,96041092
375757,SWI5,9,128275356,128288989
375759,C9orf50,9,129612225,129621924
375775,PNPLA7,9,137459952,137550402
375790,AGRN,1,1020120,1056116
375791,CYSRT1,9,137225174,137226315
376132,LRRC10,12,69608564,69610907
376267,RAB15,14,64945816,64972336
376497,SLC27A1,19,17468767,17506168
376940,ZC3H6,2,112275597,112340059
377007,KLHL30,2,238138668,238152947
377630,USP17L2,8,12136435,12138849
377677,CA13,8,85245458,85284073
377841,ENTPD8,9,137434364,137441357
378108,TRIM74,7,72954868,72969681
378708,CENPS,1,10430433,10442808
378807,CATSPER4,1,26190602,26202964
378884,NHLRC1,6,18120440,18122677
378925,RNF148,7,122701668,122702922
378948,RBMY1B,Y,21511338,21527216
378949,RBMY1D,Y,21868431,21900746
378950,RBMY1E,Y,21902177,21918032
378951,RBMY1J,Y,22403410,22424870
386617,KCTD8,4,44173903,44448809
386618,KCTD4,13,45192853,45201045
386653,IL31,12,122172029,122174221
386672,KRTAP10-4,21,44573729,44575371
386674,KRTAP10-6,21,44591268,44592505
386675,KRTAP10-7,21,44600597,44602174
386676,KRTAP10-9,21,44627093,44628378
386677,KRTAP10-1,21,44538981,44540195
386678,KRTAP10-11,21,44646414,44647650
386679,KRTAP10-2,21,44550357,44551505
386680,KRTAP10-5,21,44579455,44580604
386681,KRTAP10-8,21,44612079,44612954
386682,KRTAP10-3,21,44557790,44558795
386683,KRTAP12-3,21,44657932,44658341
386684,KRTAP12-4,21,44654213,44654659
386685,KRTAP10-12,21,44697172,44698044
386724,AMIGO3,3,49716829,49719684
386746,MRGPRG,11,3217944,3218813
387032,ZKSCAN4,6,28241697,28259211
387082,SUMO4,6,149400262,149401278
387103,CENPW,6,126340115,126483320
387104,SOGA3,6,127472974,127519335
387119,CEP85L,6,118460772,118710089
387129,NPSR1,7,34658218,34878332
387263,C6orf120,6,169702126,169706360
387264,KRTAP5-1,11,1584342,1585283
387266,KRTAP5-3,11,1607565,1608463
387267,KRTAP5-4,11,1620958,1622138
387273,KRTAP5-10,11,71565563,71566735
387332,TBPL2,14,55414210,55440616
387338,NSUN4,1,46340807,46385199
387357,THEMIS,6,127696628,127918595
387496,RASL11A,13,27270830,27275192
387509,GPR153,1,6247353,6261098
387521,PEDS1,20,50118254,50153723
387522,PEDS1-UBE2V1,20,50081124,50153723
387597,ILDR2,1,166908187,166975540
387601,SLC22A25,11,63158437,63243599
387640,SKIDA1,10,21513475,21525682
387680,WASHC2A,10,50067954,50133509
387694,SH2D4B,10,80537902,80646560
387695,GPR15LG,10,84173801,84185294
387700,SLC16A12,10,89430299,89556704
387707,CC2D2B,10,95907671,96033745
387712,ENO4,10,116849499,116912375
387715,ARMS2,10,122454653,122457352
387718,TEX36,10,125576522,125683163
387723,C10orf143,10,130035125,130110830
387733,IFITM5,11,298200,299526
387748,OR56B1,11,5736448,5738523
387755,INSC,11,15111416,15269676
387758,FIBIN,11,26994112,26997087
387763,C11orf96,11,43942637,43943878
387775,SLC22A10,11,63289903,63363144
387778,SPDYC,11,65170233,65173374
387787,LIPT2,11,74490519,74493724
387804,VSTM5,11,93818232,93850618
387815,OR8G3P,11,124211707,124215828
387836,CLEC2A,12,9877742,9932370
387837,CLEC12B,12,10006209,10018800
387849,REP15,12,27696447,27697596
387856,CCDC184,12,48183644,48185926
387882,C12orf75,12,105330691,105371518
387885,CFAP73,12,113149724,113159276
387890,TMEM233,12,119593774,119654295
387893,KMT5A,12,123384132,123409353
387911,C1QTNF9B,13,23891099,23897502
387914,SHISA2,13,26044597,26052016
387921,NHLRC3,13,39038311,39050109
387923,SERP2,13,44373647,44397714
387990,TOMM20L,14,58395930,58417080
388015,RTL1,14,100879753,100903722
388021,TMEM179,14,104590864,104604772
388112,NANOGP8,15,35083410,35085295
388115,CCDC9B,15,40331452,40340939
388121,TNFAIP8L3,15,51056601,51105276
388125,C2CD4B,15,62163535,62165285
388135,INSYN1,15,73735458,73753351
388228,SBK1,16,28258681,28323849
388272,C16orf87,16,46796603,46831180
388284,C16orf86,16,67666814,67668755
388323,GLTPD2,17,4788964,4790589
388324,INCA1,17,4988130,4997522
388325,SCIMP,17,5208920,5234860
388327,C17orf100,17,6651762,6653476
388333,SPDYE4,17,8747532,8758546
388335,TMEM220,17,10711133,10730023
388336,SHISA6,17,11241213,11564063
388341,LRRC75A,17,16441577,16492193
388364,TMIGD1,17,30316333,30334057
388381,C17orf98,17,38835086,38841438
388389,CCDC103,17,44899729,44905390
388394,RPRML,17,46978156,46979253
388403,YPEL2,17,59331655,59401729
388419,BTBD17,17,74356416,74363327
388428,PVALEF,17,81165507,81183166
388468,POTEC,18,14507339,14543600
388512,CLEC17A,19,14580951,14612035
388523,ZNF728,19,22974883,23003176
388524,RPSA2,19,23758496,23871188
388531,RGS9BP,19,32675848,32678300
388533,KRTDAP,19,35487324,35490464
388536,ZNF790,19,36817428,36850792
388551,CEACAM16,19,44699151,44710718
388552,BLOC1S3,19,45178784,45217083
388553,MEIOSIN,19,45733439,45764541
388555,IGFL3,19,46120067,46124688
388558,ZNF808,19,52527668,52568753
388559,ZNF888,19,52904415,52923428
388561,ZNF761,19,53431984,53458261
388564,TMEM238,19,55379244,55384292
388566,ZNF470,19,56567468,56582894
388567,ZNF749,19,57428565,57447101
388569,ZNF324B,19,58418396,58457833
388581,C1QTNF12,1,1242453,1247280
388585,HES5,1,2528745,2530263
388588,SMIM1,1,3772749,3775956
388591,RNF207,1,6206119,6221299
388595,TMEM82,1,15742499,15747982
388610,TRNP1,1,26993692,27000886
388611,CD164L2,1,27379176,27383333
388630,TRABD2B,1,47760528,47997385
388633,LDLRAD1,1,54007298,54018186
388646,GBP7,1,89131742,89176003
388649,C1orf146,1,92217915,92245813
388650,DIPK1A,1,92832729,92961462
388662,SLC6A17,1,110150494,110202202
388677,NOTCH2NLA,1,146148865,146229021
388695,LYSMD1,1,151148496,151165902
388697,HRNR,1,152212076,152224193
388698,FLG2,1,152348735,152360006
388701,CFAP141,1,154199085,154206333
388722,C1orf53,1,197902630,197907362
388730,TMEM81,1,205083129,205084460
388743,CAPN8,1,223541616,223665701
388753,COA6,1,234373456,234385080
388761,OR14A2,1,247722957,247748158
388789,SMIM26,20,18567432,18569611
388795,EFCAB8,20,32858923,32961845
388799,FAM209B,20,56533246,56536520
388818,KRTAP26-1,21,30319124,30320315
388820,SMIM34,21,34414499,34423951
388849,CCDC188,22,20148416,20151055
388886,LRRC75B,22,24585635,24593073
388931,MFSD2B,2,24010085,24026775
388939,PCARE,2,29061695,29074523
388946,TMEM247,2,46479565,46484425
388951,TSPYL6,2,54253178,54256229
388960,C2orf78,2,73784183,73817148
388962,BOLA3,2,74135400,74147912
388963,C2orf81,2,74414177,74421619
388969,C2orf68,2,85605254,85612066
389015,SLC9A4,2,102473226,102533972
389058,SP5,2,170715337,170718078
389072,PLEKHM3,2,207821288,208025527
389073,C2orf80,2,208165347,208190030
389075,RESP18,2,219327407,219336656
389084,SNORC,2,232866451,232878700
389090,OR6B2,2,240029491,240030429
389114,ZNF662,3,42906142,42919334
389118,CDHR4,3,49790732,49802914
389119,INKA1,3,49803261,49805030
389123,IQCF2,3,51861615,51863424
389124,IQCF5,3,51873721,51875601
389125,MUSTN1,3,52833121,52835019
389136,VGLL3,3,86937973,86991149
389151,PRR23B,3,139019031,139020926
389152,PRR23C,3,139042102,139044892
389158,PLSCR5,3,146576555,146605346
389161,ANKUB1,3,149761100,149792554
389170,LEKR1,3,156826353,157046129
389177,TMEM212,3,171843349,171859318
389197,C4orf50,4,5897587,6018546
389203,SMIM20,4,25914220,25929812
389206,BEND4,4,42110853,42152655
389207,GRXCR1,4,42892713,43030658
389208,TMPRSS11F,4,68053198,68129869
389257,LRRC14B,5,191495,196334
389289,ANXA2R,5,43039371,43043247
389320,TEX43,5,126631705,126636284
389332,SMIM32,5,136191468,136193162
389333,PROB1,5,139390592,139395104
389336,C5orf46,5,147885885,147906538
389337,ARHGEF37,5,149551625,149634968
389362,PSMG4,6,3254404,3268049
389376,SFTA2,6,30931353,30932170
389383,CLPSL2,6,35776598,35779552
389384,BNIP5,6,36315761,36336888
389396,GLYATL3,6,49499923,49528078
389400,GFRAL,6,55327469,55402493
389421,LIN28B,6,104937026,105083332
389432,SAMD5,6,147508690,147954680
389434,IYD,6,150369012,150405969
389493,NUPR2,7,56114681,56116417
389524,GTF2IRD2B,7,75092556,75149817
389541,LAMTOR4,7,100148918,100154203
389549,FEZF1,7,122301303,122310723
389558,FAM180A,7,135729592,135748813
389610,XKR5,8,6808517,6835524
389643,NUGGC,8,28021964,28083936
389658,ALKAL1,8,52534037,52565430
389668,XKR9,8,70669339,71065805
389677,RBM12B,8,93728155,93741009
389690,MROH5,8,141433825,141507229
389692,MAFA,8,143428064,143430732
389730,SPATA31A6,9,42183659,42189887
389761,SPATA31D4,9,81928428,81934998
389762,SPATA31D3,9,81943500,81950093
389763,SPATA31D1,9,81987405,81995253
389766,C9orf153,9,86220265,86259657
389792,IER5L,9,129175552,129178261
389799,CFAP77,9,132410211,132573319
389812,LCN15,9,136759634,136764518
389813,AJM1,9,136842478,136848801
389816,LRRC26,9,137168758,137170051
389827,MYMK,9,133514586,133524959
389840,MAP3K15,X,19360059,19515508
389852,SPACA5,X,48004336,48009733
389856,USP27X,X,49879484,49882558
389857,CENPVL1,X,51710512,51712131
389860,PAGE2B,X,55028117,55078909
389874,ZCCHC13,X,74304180,74305034
389895,LOC389895,X,140091678,140092911
389898,UBE2NL,X,143884071,143885255
389903,CSAG3,X,152753921,152760219
389941,C1QL3,10,16513734,16521879
390010,NKX1-2,10,124445243,124450035
390031,SSU72L2,11,4242056,4242650
390033,SSU72L1,11,4338660,4339244
390036,OR52K1,11,4482646,4493497
390037,OR52I1,11,4594039,4595013
390038,OR51D1,11,4637477,4643060
390054,OR52A5,11,5128776,5138356
390058,OR51B6,11,5351508,5352446
390059,OR51M1,11,5383812,5393263
390061,OR51Q1,11,5422111,5423206
390063,OR51I1,11,5440570,5441514
390064,OR51I2,11,5449323,5456518
390066,OR52D1,11,5488685,5489749
390067,OR52H1,11,5544561,5548540
390072,OR52N4,11,5726472,5755958
390073,OR56B2P,11,5761153,5769080
390075,OR52N5,11,5776165,5783355
390077,OR52N2,11,5808924,5821483
390078,OR52E6,11,5840928,5841897
390079,OR52E8,11,5856749,5857690
390081,OR52E4,11,5880629,5887079
390082,OR52E5,11,5893208,5902730
390083,OR56A3,11,5942251,6022010
390084,OR56A5,11,5967553,5968494
390093,OR10A6,11,7924592,7931268
390110,ACCSL,11,43921068,44059977
390113,OR4X1,11,48263861,48264778
390142,OR5D13,11,55773438,55774382
390144,OR5D16,11,55838752,55839738
390148,OR5W2,11,55913650,55914582
390151,OR8H2,11,56103687,56107658
390152,OR8H3,11,56122373,56123311
390154,OR5T3,11,56252254,56253222
390155,OR5T1,11,56274154,56276819
390157,OR8K1,11,56346039,56346998
390162,OR5M9,11,56462469,56463401
390167,OR5M10,11,56576774,56577721
390168,OR5M1,11,56609236,56614874
390174,OR9G1,11,56699095,56703884
390181,OR5AK2,11,56988914,56989843
390190,OR5B2,11,58421238,58428121
390191,OR5B12,11,58438994,58442236
390195,OR5AN1,11,59358895,59371714
390197,OR4D10,11,59473315,59479361
390199,OR4D9,11,59511539,59520703
390201,OR10V1,11,59712916,59713845
390205,LRRC10B,11,61508749,61511018
390212,GPR152,11,67451301,67452729
390231,TRIM77,11,89710299,89717872
390243,IZUMO1R,11,94304580,94308146
390245,KDM4E,11,95025258,95027596
390259,BSX,11,122977570,122981834
390260,OR6X1,11,123753580,123754518
390261,OR6M1,11,123805408,123806349
390264,OR10G4,11,124012997,124018732
390265,OR10G7,11,124036013,124041325
390271,OR8B3,11,124395534,124409807
390275,OR8A1,11,124569997,124571374
390313,OR5BS1P,12,48559882,48562956
390321,OR6C1,12,55314343,55322364
390323,OR6C75,12,55362975,55369279
390326,OR6C76,12,55426254,55427192
390327,OR6C70,12,55469200,55470138
390429,OR4N2,14,19803770,19830253
390431,OR4K2,14,19875142,19883932
390432,OR4Q2,14,20002062,20003192
390433,OR4K13,14,20029399,20036038
390436,OR4K17,14,20110739,20122199
390437,OR4N5,14,20138820,20145471
390439,OR11G2,14,20190896,20201075
390441,OR11H7,14,20228981,20230749
390442,OR11H4,14,20239286,20244349
390443,RNASE9,14,20556093,20560931
390445,OR5AU1,14,21154865,21156063
390502,SERPINA2,14,94364318,94366702
390538,OR4M2,15,22080527,22081610
390594,KBTBD13,15,65076746,65079948
390595,UBAP1L,15,65092760,65115200
390598,SKOR1,15,67825509,67834582
390616,ANKRD34C,15,79282722,79298239
390637,GDPGP1,15,90234209,90245811
390648,OR4F6,15,101803509,101806887
390649,OR4F15,15,101812202,101820197
390664,C1QTNF8,16,1088226,1096306
390667,PTX4,16,1485886,1488944
390748,PABPN1L,16,88863333,88870135
390790,ARL5C,17,39156732,39166161
390792,KRT39,17,40958417,40966948
390874,ONECUT3,19,1753506,1780988
390882,OR7G2,19,9100407,9107475
390883,OR7G3,19,9126012,9126950
390892,OR7A10,19,14840466,14848922
390916,NUDT19,19,32691821,32713792
390927,ZNF793,19,37506428,37543333
390928,ACP7,19,39083788,39111493
390937,ERFL,19,41907704,41928449
390940,PINLYP,19,43575509,43582098
390956,PPIAP59,19,50926867,50927617
390980,ZNF805,19,57240632,57262728
390992,HES3,1,6244179,6245578
390999,PRAMEF12,1,12773738,12777906
391002,PRAMEF8,1,13281304,13285137
391003,PRAMEF18,1,13222695,13226154
391004,PRAMEF17,1,13389632,13392629
391013,PLA2G2C,1,20163055,20186518
391059,FRRS1,1,99703970,99766635
391104,VHLL,1,156298624,156299307
391107,OR10K2,1,158418210,158426237
391109,OR10K1,1,158461834,158467458
391112,OR6Y1,1,158544550,158554405
