,Gene/Region,"HGNC/Dosage ID",Cytoband,GRCh37,GRCh38,"HI Score","Haplo Disease","Haplo Disease ID","TS Score","Triplo Disease","Triplo Disease ID",OMIM,Morbid,%HI,pLI,LOEUF,"Last Eval."
G,RAG1,HGNC:9831,11p12,11:36531903-36601312,11:36510353-36579762,"30 (Autosomal Recessive)","recombinase activating gene 1 deficiency",MONDO:0000572,"Not Yet Evaluated",'-,'-,,,24.07,0,0.74,08/22/2016
G,RAG2,HGNC:9832,11p12,11:36613493-36619786,11:36590996-36598236,"30 (Autosomal Recessive)","Omenn syndrome",MONDO:0011338,"Not Yet Evaluated",'-,'-,,,3.71,0.02,0.79,08/22/2016
G,RAI1,HGNC:9834,17p11.2,17:17584772-17714767,17:17681458-17811453,"3 (Sufficient Evidence)","Smith-Magenis syndrome",MONDO:0008434,"0 (No Evidence)",'-,'-,,,47.54,1,0.12,10/13/2020
G,RALGAPB,HGNC:29221,20q11.23,20:37101486-37207501,20:38472843-38578858,"1 (Little Evidence)","complex neurodevelopmental disorder",MONDO:0100038,"0 (No Evidence)",'-,'-,,,12.23,1,0.11,02/27/2019
G,RARS2,HGNC:21406,6q15,6:88223656-88299705,6:87513938-87589987,"30 (Autosomal Recessive)","pontocerebellar hypoplasia type 6",MONDO:0012683,"0 (No Evidence)",'-,'-,,,21.71,0,0.92,04/09/2015
G,RASA1,HGNC:9871,5q14.3,5:86563700-86687733,5:87267883-87391916,"3 (Sufficient Evidence)","capillary malformation-arteriovenous malformation 1",MONDO:0020783,"0 (No Evidence)",'-,'-,,,2.57,1,0.13,04/22/2020
G,RAX,HGNC:18662,18q21.32,18:56934270-56940686,18:59267038-59273454,"30 (Autosomal Recessive)","isolated microphthalmia 3",MONDO:0012604,"Not Yet Evaluated",'-,'-,,,51.09,0.1,0.86,08/22/2016
G,RB1,HGNC:9884,13q14.2,13:48877887-49056026,13:48303751-48481890,"3 (Sufficient Evidence)","hereditary retinoblastoma",MONDO:0018160,"0 (No Evidence)",'-,'-,,,0.53,1,0.13,03/09/2021
G,RB1CC1,HGNC:15574,8q11.23,8:53535018-53626995,8:52622458-52714435,"1 (Little Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,10.33,1,0.14,07/25/2018
G,RBBP8,HGNC:9891,18q11.2,18:20513291-20606449,18:22914139-23026486,"30 (Autosomal Recessive)","Seckel syndrome 2",MONDO:0011715,"Not Yet Evaluated",'-,'-,,,13.93,0,0.75,08/22/2016
G,RBP3,HGNC:9921,10q11.22,10:48381481-48390999,10:47348363-47357881,"30 (Autosomal Recessive)","retinitis pigmentosa 66",MONDO:0014093,"0 (No Evidence)",'-,'-,,,56.69,0,0.65,08/22/2016
G,RCAN1,HGNC:3040,21q22.12,21:35888740-35987412,21:34516442-34615113,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,38.75,0.02,1.07,04/27/2012
G,RDX,HGNC:9944,11q22.3,11:110045647-110167339,11:110174922-110296614,"30 (Autosomal Recessive)","autosomal recessive nonsyndromic hearing loss 24",MONDO:0012602,"0 (No Evidence)",'-,'-,,,8.08,0.85,0.35,08/22/2016
G,RELN,HGNC:9957,7q22.1,7:103112236-103630105,7:103471789-103989658,"0 (No Evidence)","complex neurodevelopmental disorder",MONDO:0100038,"0 (No Evidence)",'-,'-,,,1.1,1,0.18,12/14/2023
G,RET,HGNC:9967,10q11.21,10:43572517-43625799,10:43077069-43130351,"3 (Sufficient Evidence)","Hirschsprung disease, susceptibility to, 1",MONDO:0007723,"0 (No Evidence)",'-,'-,,,1.58,1,0.12,08/26/2020
G,RETREG1,HGNC:25964,5p15.1,5:16473162-16617106,5:16473053-16616997,"30 (Autosomal Recessive)","neuropathy, hereditary sensory and autonomic, type 2B",MONDO:0013142,"0 (No Evidence)",'-,'-,,,47.64,0,0.86,08/22/2016
G,RFX6,HGNC:21478,6q22.1,6:117198405-117253324,6:116877242-116932161,"30 (Autosomal Recessive)","hypoplastic pancreas-intestinal atresia-hypoplastic gallbalder syndrome",MONDO:0017400,"0 (No Evidence)",'-,'-,,,28.8,0,0.47,09/18/2015
G,RIMS1,HGNC:17282,6q13,6:72596253-73112847,6:71886550-72403145,"1 (Little Evidence)","autism spectrum disorder",MONDO:0005258,"0 (No Evidence)",'-,'-,,,9.51,0.99,0.29,01/24/2018
G,RIN2,HGNC:18750,20p11.23,20:19738902-19983100,20:19757599-20002456,"30 (Autosomal Recessive)","RIN2 syndrome",MONDO:0013115,"Not Yet Evaluated",'-,'-,,,39.64,0,0.55,08/22/2016
G,RIPK4,HGNC:496,21q22.3,21:43159533-43187212,21:41739373-41767052,"30 (Autosomal Recessive)","Bartsocas-Papas syndrome 1",MONDO:0009901,"0 (No Evidence)",'-,'-,,,43.77,0,0.59,08/22/2016
G,RMND1,HGNC:21176,6q25.1,6:151725897-151773261,6:151404762-151452126,"30 (Autosomal Recessive)","combined oxidative phosphorylation defect type 11",MONDO:0013969,"0 (No Evidence)",'-,'-,,,36.01,0,1.11,08/22/2016
G,RMRP,HGNC:10031,9p13.3,9:35657748-35658015,9:35657750-35658019,"30 (Autosomal Recessive)","cartilage-hair hypoplasia",MONDO:0009595,"Not Yet Evaluated",'-,'-,,,‐,‐,‐,08/22/2016
G,RNASEH2A,HGNC:18518,19p13.13,19:12917398-12924454,19:12806584-12813640,"30 (Autosomal Recessive)","Aicardi-Goutieres syndrome 4",MONDO:0012472,"Not Yet Evaluated",'-,'-,,,3.39,0,0.88,08/22/2016
G,RNF135,HGNC:21158,17q11.2,17:29298057-29326929,17:30958921-30999911,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,90.13,0,1.44,09/22/2021
G,RNF168,HGNC:26661,3q29,3:196195654-196230639,3:196468783-196503768,"30 (Autosomal Recessive)","RIDDLE syndrome",MONDO:0012764,"0 (No Evidence)",'-,'-,,,69.55,0,1.2,08/22/2016
G,RNF32,HGNC:17118,7q36.3,7:156433468-156469824,7:156640204-156677130,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,75.12,0,1.54,02/02/2021
G,ROBO1,HGNC:10249,3p12.3,3:78646389-79817148,3:78597239-79767998,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,3.33,0,0.6,09/25/2018
G,ROBO3,HGNC:13433,11q24.2,11:124735328-124751367,11:124865432-124881471,"30 (Autosomal Recessive)","gaze palsy, familial horizontal, with progressive scoliosis 1",MONDO:0020790,"0 (No Evidence)",'-,'-,,,48.29,0,0.71,08/22/2016
G,ROGDI,HGNC:29478,16p13.3,16:4846969-4852634,16:4796968-4802633,"30 (Autosomal Recessive)","amelocerebrohypohidrotic syndrome",MONDO:0009185,"0 (No Evidence)",'-,'-,,,47.95,0,1.42,02/12/2015
G,ROR2,HGNC:10257,9q22.31,9:94484883-94712510,9:91722601-91950228,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,53.78,0,0.56,03/27/2013
G,RP2,HGNC:10274,Xp11.3,X:46696478-46741793,X:46837043-46882358,"3 (Sufficient Evidence)","retinitis pigmentosa 2",MONDO:0010723,"0 (No Evidence)",'-,'-,,,33.66,0.96,0.31,10/04/2012
G,RPE65,HGNC:10294,1p31.3,1:68894505-68915637,1:68428822-68449954,"30 (Autosomal Recessive)","RPE65-related recessive retinopathy",MONDO:0100368,"0 (No Evidence)",'-,'-,,,17.78,0,1.11,01/09/2024
G,RPGRIP1,HGNC:13436,14q11.2,14:21748242-21819460,14:21280083-21351301,"30 (Autosomal Recessive)","Leber congenital amaurosis 6",MONDO:0013446,"0 (No Evidence)",'-,'-,,,59.78,0,0.88,08/22/2016
G,RPH3A,HGNC:17056,12q24.13,12:113013040-113336686,12:112575236-112898881,"1 (Little Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,42.44,0,0.47,07/25/2018
G,RPL10,HGNC:10298,Xq28,X:153626406-153630680,X:154398065-154402339,"0 (No Evidence)","complex neurodevelopmental disorder",MONDO:0100038,"0 (No Evidence)",'-,'-,,,36.48,0.91,0.39,10/24/2018
G,RPL15,HGNC:10306,3p24.2,3:23958036-23966122,3:23916545-23924631,"1 (Little Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,21.68,0.97,0.27,07/16/2014
G,RPS17,HGNC:10397,15q25.2,15:83205501-83209208,15:82536750-82540457,"3 (Sufficient Evidence)","Diamond-Blackfan anemia 4",MONDO:0012924,"0 (No Evidence)",'-,'-,,,60.09,0.33,1.85,12/10/2015
G,RPS19,HGNC:10402,19q13.2,19:42364325-42376993,19:41860255-41872925,"3 (Sufficient Evidence)","Diamond-Blackfan anemia 1",MONDO:0007110,"0 (No Evidence)",'-,'-,,,23.95,0.92,0.37,03/24/2021
G,RPS24,HGNC:10411,10q22.3,10:79793621-79816564,10:78033863-78056806,"3 (Sufficient Evidence)","Diamond-Blackfan anemia 3",MONDO:0012529,"0 (No Evidence)",'-,'-,,,22.8,0.68,0.59,10/23/2019
G,RPS26,HGNC:10414,12q13.2,12:56435702-56438481,12:56041918-56044697,"3 (Sufficient Evidence)","Diamond-Blackfan anemia 10",MONDO:0013217,"0 (No Evidence)",'-,'-,,,45.57,0.85,0.48,10/23/2019
G,RPS6KA3,HGNC:10432,Xp22.12,X:20168029-20285027,X:20149911-20267097,"3 (Sufficient Evidence)","Coffin-Lowry syndrome",MONDO:0010561,"0 (No Evidence)",'-,'-,,,4.88,1,0.09,06/14/2022
G,RS1,HGNC:10457,Xp22.13,X:18657808-18690228,X:18639688-18672108,"3 (Sufficient Evidence)","X-linked retinoschisis",MONDO:0010725,"0 (No Evidence)",'-,'-,,,28.71,0.96,0.3,08/02/2021
G,RSPH1,HGNC:12371,21q22.3,21:43892596-43916334,21:42472486-42496224,"30 (Autosomal Recessive)","primary ciliary dyskinesia 24",MONDO:0014202,"Not Yet Evaluated",'-,'-,,,83.46,0,0.99,08/22/2016
G,RSPH4A,HGNC:21558,6q22.1,6:116937642-116954148,6:116616479-116632985,"30 (Autosomal Recessive)","primary ciliary dyskinesia 11",MONDO:0012978,"Not Yet Evaluated",'-,'-,,,69.78,0,0.94,08/22/2016
G,RSPO4,HGNC:16175,20p13,20:939095-982954,20:958452-1002311,"30 (Autosomal Recessive)","nonsyndromic congenital nail disorder 4",MONDO:0008798,"Not Yet Evaluated",'-,'-,,,64.82,0,1.59,08/22/2016
G,RTTN,HGNC:18654,18q22.2,18:67670267-67872923,18:70003031-70205687,"30 (Autosomal Recessive)","bilateral generalized polymicrogyria",MONDO:0013907,"Not Yet Evaluated",'-,'-,,,64.2,0,0.74,08/22/2016
G,RUNX1,HGNC:10471,21q22.12,21:36160098-36421599,21:34787801-35049302,"3 (Sufficient Evidence)","hereditary thrombocytopenia and hematological cancer predisposition syndrome associated with RUNX1",MONDO:0100083,"0 (No Evidence)",'-,'-,,,0.45,0.65,0.44,06/14/2023
G,RXFP2,HGNC:17318,13q13.1,13:32313663-32377526,13:31739526-31803389,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,32.97,0,1,07/06/2012
G,RYR1,HGNC:10483,19q13.2,19:38924331-39078204,19:38433691-38587564,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,15.43,0,0.46,11/12/2015
G,RYR2,HGNC:10484,1q43,1:237205484-237997288,1:237042184-237833988,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,14.03,1,0.25,11/06/2015
G,SACS,HGNC:10519,13q12.12,13:23902969-24007841,13:23328830-23433702,"30 (Autosomal Recessive)","Charlevoix-Saguenay spastic ataxia",MONDO:0010041,"0 (No Evidence)",'-,'-,,,35.26,0,0.54,08/22/2016
G,SALL1,HGNC:10524,16q12.1,16:51169893-51185181,16:51135982-51152334,"1 (Little Evidence)","Townes-Brocks syndrome 1",MONDO:0054581,"0 (No Evidence)",'-,'-,,,5.63,1,0.2,01/27/2021
G,SALL4,HGNC:15924,20q13.2,20:50398870-50419060,20:51782331-51802521,"3 (Sufficient Evidence)","Duane-radial ray syndrome",MONDO:0011812,"0 (No Evidence)",'-,'-,,,38.01,1,0.1,01/11/2021
G,SAMD9,HGNC:1348,7q21.2,7:92728831-92747292,7:93099518-93117979,"30 (Autosomal Recessive)","normophosphatemic familial tumoral calcinosis",MONDO:0012502,"Not Yet Evaluated",'-,'-,,,77.6,0,1.24,08/22/2016
G,SATB2,HGNC:21637,2q33.1,2:200134223-200335989,2:199269500-199471266,"3 (Sufficient Evidence)","SATB2 associated disorder",MONDO:0100147,"0 (No Evidence)",'-,'-,,,1.6,1,0.09,07/15/2020
G,SBF2,HGNC:2135,11p15.4,11:9800215-10315766,11:9778668-10303837,"30 (Autosomal Recessive)","Charcot-Marie-Tooth disease type 4B2",MONDO:0011475,"Not Yet Evaluated",'-,'-,,,9.49,0,0.47,08/22/2016
G,SCARB2,HGNC:1665,4q21.1,4:77079890-77134977,4:76158737-76234532,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,24.43,0,0.72,07/06/2012
G,SCARF2,HGNC:19869,22q11.21,22:20778874-20792112,22:20424584-20437825,"30 (Autosomal Recessive)","van den Ende-Gupta syndrome",MONDO:0010959,"0 (No Evidence)",'-,'-,,,70.17,1,0.19,08/22/2016
G,SCN1A,HGNC:10585,2q24.3,2:166841151-167005671,2:165984641-166149161,"3 (Sufficient Evidence)","developmental and epileptic encephalopathy, 6",MONDO:0100079,"0 (No Evidence)",'-,'-,,,9.08,1,0.07,07/06/2012
G,SCN1B,HGNC:10586,19q13.11,19:35521374-35531353,19:35030470-35040449,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,48.18,0.1,1.27,09/04/2019
G,SCN2A,HGNC:10588,2q24.3,2:166095924-166248814,2:165239414-165392304,"3 (Sufficient Evidence)","complex neurodevelopmental disorder",MONDO:0100038,"0 (No Evidence)",'-,'-,,,4.08,1,0.13,04/22/2020
G,SCN5A,HGNC:10593,3p22.2,3:38589553-38691178,3:38548062-38649687,"3 (Sufficient Evidence)","Brugada syndrome 1",MONDO:0011001,"0 (No Evidence)",'-,'-,,,15.55,0.91,0.31,06/08/2021
G,SCN8A,HGNC:10596,12q13.13,12:51985017-52206648,12:51591233-51812864,"1 (Little Evidence)","complex neurodevelopmental disorder",MONDO:0100038,"0 (No Evidence)",'-,'-,,,5.53,1,0.13,02/14/2023
G,SDCCAG8,HGNC:10671,1q43-q44,1:243419343-243663393,1:243256041-243500091,"30 (Autosomal Recessive)","Bardet-Biedl syndrome 16",MONDO:0014444,"0 (No Evidence)",'-,'-,,,19.89,0,0.78,08/22/2016
G,SDHAF1,HGNC:33867,19q13.12,19:36486090-36487214,19:35995188-35996312,"30 (Autosomal Recessive)","mitochondrial complex II deficiency, nuclear type 1",MONDO:0100294,"0 (No Evidence)",'-,'-,,,74.19,0.09,1.9,08/22/2016
G,SDHAF2,HGNC:26034,11q12.2,11:61197596-61214205,11:61430124-61446733,"3 (Sufficient Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,7.74,0,1.81,05/11/2022
G,SDHB,HGNC:10681,1p36.13,1:17345217-17380527,1:17018722-17054032,"3 (Sufficient Evidence)","hereditary pheochromocytoma-paraganglioma",MONDO:0017366,"0 (No Evidence)",'-,'-,,,11.22,0,0.83,07/22/2020
G,SDHC,HGNC:10682,1q23.3,1:161284171-161345130,1:161314381-161363206,"3 (Sufficient Evidence)","paragangliomas 3",MONDO:0011544,"0 (No Evidence)",'-,'-,,,47.07,0,1.26,10/13/2021
G,SDHD,HGNC:10683,11q23.1,11:111957597-111966518,11:112086873-112095794,"3 (Sufficient Evidence)","paragangliomas 1",MONDO:0008192,"0 (No Evidence)",'-,'-,,,39.67,0.34,0.73,08/11/2021
G,SDR42E1,HGNC:29834,16q23.3,16:82022460-82045075,16:81988855-82011470,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,72.19,0,1.86,02/02/2021
G,SEC14L4,HGNC:20627,22q12.2,22:30884889-30901682,22:30488902-30505695,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,74.07,0,1.13,02/02/2021
G,SEC23B,HGNC:10702,20p11.23,20:18488192-18542059,20:18507548-18561415,"30 (Autosomal Recessive)","congenital dyserythropoietic anemia type 2",MONDO:0009134,"0 (No Evidence)",'-,'-,,,45.77,0,0.98,08/22/2016
G,SEM1,HGNC:10845,7q21.3,7:96110938-96339158,7:96481626-96709846,"0 (No Evidence)","split hand-foot malformation 1 with sensorineural hearing loss",MONDO:0009080,"0 (No Evidence)",'-,'-,,,7.71,0.02,1.53,05/14/2012
G,SEMA3A,HGNC:10723,7q21.11,7:83585093-83824105,7:83955777-84492725,"1 (Little Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,1.46,0.98,0.31,08/07/2017
G,SEPSECS,HGNC:30605,4p15.2,4:25121636-25162071,4:25120014-25160582,"30 (Autosomal Recessive)","pontocerebellar hypoplasia type 2D",MONDO:0013438,"Not Yet Evaluated",'-,'-,,,34.9,0,0.99,08/22/2016
G,SERAC1,HGNC:21061,6q25.3,6:158530551-158589294,6:158109519-158168262,"30 (Autosomal Recessive)","3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome",MONDO:0013875,"Not Yet Evaluated",'-,'-,,,61.2,0,0.63,08/22/2016
G,SERPINA1,HGNC:8941,14q32.13,14:94843084-94856972,14:94376747-94390635,"30 (Autosomal Recessive)","alpha 1-antitrypsin deficiency",MONDO:0013282,"0 (No Evidence)",'-,'-,,,88.1,0,1.63,05/09/2017
G,SERPINB6,HGNC:8950,6p25.2,6:2948393-2972027,6:2948159-2971793,"30 (Autosomal Recessive)","autosomal recessive nonsyndromic hearing loss 91",MONDO:0013269,"0 (No Evidence)",'-,'-,,,69,0,1.12,08/22/2016
G,SERPINB7,HGNC:13902,18q21.33,18:61420291-61472604,18:63753057-63805370,"30 (Autosomal Recessive)","palmoplantar keratoderma, Nagashima type",MONDO:0014272,"0 (No Evidence)",'-,'-,,,63.85,0,1.31,11/13/2014
G,SERPINE1,HGNC:8583,7q22.1,7:100770385-100782528,7:101127104-101139247,"30 (Autosomal Recessive)","congenital plasminogen activator inhibitor type 1 deficiency",MONDO:0013227,"Not Yet Evaluated",'-,'-,,,6.47,0.04,0.69,08/22/2016
G,SERPINF1,HGNC:8824,17p13.3,17:1665354-1680859,17:1762060-1777565,"30 (Autosomal Recessive)","osteogenesis imperfecta type 6",MONDO:0013515,"Not Yet Evaluated",'-,'-,,,32.9,0,1.21,08/22/2016
G,SETBP1,HGNC:15573,18q12.3,18:42260038-42648475,18:44680073-45068510,"3 (Sufficient Evidence)","intellectual disability, autosomal dominant 29",MONDO:0014482,"0 (No Evidence)",'-,'-,,,4.67,1,0.11,05/23/2018
G,SETD1A,HGNC:29010,16p11.2,16:30969075-30995985,16:30957754-30984664,"3 (Sufficient Evidence)",schizophrenia,MONDO:0005090,"0 (No Evidence)",'-,'-,,,12.55,1,0.14,02/28/2018
G,SETD2,HGNC:18420,3p21.31,3:47057926-47205603,3:47016436-47164840,"3 (Sufficient Evidence)","complex neurodevelopmental disorder",MONDO:0100038,"0 (No Evidence)",'-,'-,,,8.64,1,0.21,03/08/2022
G,SETD5,HGNC:25566,3p25.3,3:9439299-9519838,3:9397615-9478154,"3 (Sufficient Evidence)","intellectual disability-facial dysmorphism syndrome due to SETD5 haploinsufficiency",MONDO:0014336,"0 (No Evidence)",'-,'-,,,12.88,1,0.23,11/06/2014
G,SF3B4,HGNC:10771,1q21.2,1:149895209-149899695,1:149923317-149927803,"3 (Sufficient Evidence)","Nager acrofacial dysostosis",MONDO:0007943,"0 (No Evidence)",'-,'-,,,25.11,0.99,0.21,07/17/2014
G,SGCE,HGNC:10808,7q21.3,7:94214292-94285445,7:94584980-94656133,"3 (Sufficient Evidence)","myoclonic dystonia 11",MONDO:0008044,"0 (No Evidence)",'-,'-,,,13.27,0.02,0.54,11/11/2021
G,SGCG,HGNC:10809,13q12.12,13:23734647-23899301,13:23160508-23325162,"30 (Autosomal Recessive)","autosomal recessive limb-girdle muscular dystrophy type 2C",MONDO:0009677,"0 (No Evidence)",'-,'-,,,55.59,0,1.05,08/22/2016
G,SGSH,HGNC:10818,17q25.3,17:78183075-78194132,17:80200673-80220333,"30 (Autosomal Recessive)","mucopolysaccharidosis type 3A",MONDO:0009655,"0 (No Evidence)",'-,'-,,,69.12,0,0.8,02/12/2015
G,SH2B1,HGNC:30417,16p11.2,16:28857927-28885526,16:28846606-28874205,"1 (Little Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,32.53,0.97,0.32,07/13/2021
G,SH2D1A,HGNC:10820,Xq25,X:123480413-123507010,X:124346563-124373160,"3 (Sufficient Evidence)","X-linked lymphoproliferative disease due to SH2D1A deficiency",MONDO:0024551,"0 (No Evidence)",'-,'-,,,11.82,0.39,0.96,01/27/2021
G,SH3TC2,HGNC:29427,5q32,5:148361713-148442625,5:148982150-149063062,"30 (Autosomal Recessive)","Charcot-Marie-Tooth disease type 4C",MONDO:0011113,"Not Yet Evaluated",'-,'-,,,47.72,0,0.81,08/22/2016
G,SHANK1,HGNC:15474,19q13.33,19:51162512-51223059,19:50659255-50719802,"1 (Little Evidence)","complex neurodevelopmental disorder",MONDO:0100038,"0 (No Evidence)",'-,'-,,,76.11,1,0.18,03/27/2019
G,SHANK2,HGNC:14295,11q13.3-q13.4,11:70313959-70963623,11:70467854-71253228,"3 (Sufficient Evidence)","complex neurodevelopmental disorder",MONDO:0100038,"0 (No Evidence)",'-,'-,,,45.57,0,0.46,10/26/2023
G,SHANK3,HGNC:14294,22q13.33,22:51111251-51171640,22:50672823-50733212,"3 (Sufficient Evidence)","Phelan-McDermid syndrome",MONDO:0011652,"0 (No Evidence)",'-,'-,,,60.1,1,0.12,08/14/2018
G,SHH,HGNC:10848,7q36.3,7:155592674-155605157,7:155799980-155812463,"3 (Sufficient Evidence)","holoprosencephaly 3",MONDO:0007733,"0 (No Evidence)",'-,'-,,,0.66,0.98,0.24,06/24/2020
G,SHOC2,HGNC:15454,10q25.2,10:112679128-112773423,10:110919370-111013665,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,5.7,1,0.14,09/25/2018
G,SHOX,HGNC:10853,"Xp22.33 and Yp11.32",Y:535079-570146,Y:624344-659411,"3 (Sufficient Evidence)","Leri-Weill dyschondrosteosis",MONDO:0007481,"0 (No Evidence)",'-,'-,,,76.05,0.67,0.52,10/15/2015
G,SHROOM4,HGNC:29215,Xp11.22,X:50334642-50557194,X:50575534-50814194,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,44.15,1,0.23,10/10/2012
G,SI,HGNC:10856,3q26.1,3:164696686-164796284,3:164978898-165157921,"30 (Autosomal Recessive)","congenital sucrase-isomaltase deficiency",MONDO:0009114,"Not Yet Evaluated",'-,'-,,,61.91,0,1.04,08/22/2016
G,SIGLEC5,HGNC:10874,19q13.41,19:52114213-52133654,19:51610960-51630401,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,97.84,0,0.98,02/02/2021
G,SIL1,HGNC:24624,5q31.2,5:138282413-138534057,5:138946724-139198368,"30 (Autosomal Recessive)","Marinesco-Sjogren syndrome",MONDO:0009567,"Not Yet Evaluated",'-,'-,,,17.56,0.01,0.64,08/23/2021
G,SIM1,HGNC:10882,6q16.3,6:100832885-100912797,6:100385009-100464921,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,2.5,1,0.25,04/25/2012
G,SIN3A,HGNC:19353,15q24.2,15:75661720-75748156,15:75369379-75455815,"3 (Sufficient Evidence)","chromosome 15q24 deletion syndrome",MONDO:0013256,"0 (No Evidence)",'-,'-,,,7.32,1,0.07,01/13/2020
G,SIX1,HGNC:10887,14q23.1,14:61110139-61116195,14:60643421-60649477,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,1.35,0.65,0.52,03/22/2012
G,SIX3,HGNC:10889,2p21,2:45168841-45173210,2:44941702-44946071,"3 (Sufficient Evidence)","holoprosencephaly 2",MONDO:0007999,"0 (No Evidence)",'-,'-,,,12.2,0.95,0.32,09/23/2020
G,SIX4,HGNC:10890,14q23.1,14:61176257-61191069,14:60709539-60724351,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,18.53,0.69,0.43,05/08/2012
G,SIX6,HGNC:10892,14q23.1,14:60975864-60979568,14:60509146-60512850,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,5.88,0.52,0.6,03/22/2012
G,SKI,HGNC:10896,1p36.33-p36.32,1:2159758-2241652,1:2228319-2310213,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,34.04,1,0.19,01/06/2012
G,SKIC3,HGNC:23639,5q15,5:94799598-94890681,5:95463894-95554977,"30 (Autosomal Recessive)","trichohepatoenteric syndrome 1",MONDO:0024541,"Not Yet Evaluated",'-,'-,,,22.59,0,0.78,08/22/2016
G,SLC12A1,HGNC:10910,15q21.1,15:48498499-48596275,15:48206302-48304078,"30 (Autosomal Recessive)","Bartter disease type 1",MONDO:0100344,"0 (No Evidence)",'-,'-,,,10.66,0,0.82,04/28/2012
G,SLC12A3,HGNC:10912,16q13,16:56899119-56949762,16:56865207-56915850,"30 (Autosomal Recessive)","Gitelman syndrome",MONDO:0009904,"0 (No Evidence)",'-,'-,,,41.42,0,1.2,02/23/2012
G,SLC13A5,HGNC:23089,17p13.1,17:6588038-6616688,17:6684719-6713369,"30 (Autosomal Recessive)","developmental and epileptic encephalopathy, 25",MONDO:0014392,"0 (No Evidence)",'-,'-,,,66.88,0,0.67,08/22/2016
G,SLC16A12,HGNC:23094,10q23.31,10:91190056-91295351,10:89430299-89556704,"1 (Little Evidence)","juvenile cataract-microcornea-renal glucosuria syndrome",MONDO:0012786,"0 (No Evidence)",'-,'-,,,29.69,0.49,0.48,12/21/2011
G,SLC16A2,HGNC:10923,Xq13.2,X:73641328-73753751,X:74421493-74533916,"3 (Sufficient Evidence)","Allan-Herndon-Dudley syndrome",MONDO:0010354,"0 (No Evidence)",'-,'-,,,25.73,0.99,0.22,06/28/2012
G,SLC17A5,HGNC:10933,6q13,6:74303102-74363715,6:73593379-73653992,"30 (Autosomal Recessive)","free sialic acid storage disease",MONDO:0019366,"0 (No Evidence)",'-,'-,,,19.72,0,1.04,08/22/2016
G,SLC17A8,HGNC:20151,12q23.1,12:100750852-100815833,12:100357074-100422055,"1 (Little Evidence)","autosomal dominant nonsyndromic hearing loss",MONDO:0019587,"0 (No Evidence)",'-,'-,,,31.37,0,0.61,02/08/2022
G,SLC22A14,HGNC:8495,3p22.2,3:38323785-38360066,3:38278832-38318575,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,95,0,1.26,02/02/2021
G,SLC22A18,HGNC:10964,11p15.4,11:2920921-2946476,11:2899691-2925246,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,68.74,0,1.16,03/22/2012
G,SLC24A1,HGNC:10975,15q22.31,15:65903688-65953340,15:65611350-65661002,"30 (Autosomal Recessive)","congenital stationary night blindness 1D",MONDO:0013450,"0 (No Evidence)",'-,'-,,,79.17,0,0.57,08/22/2016
G,SLC25A1,HGNC:10979,22q11.21,22:19163094-19166249,22:19175581-19178736,"30 (Autosomal Recessive)","D,L-2-hydroxyglutaric aciduria",MONDO:0014072,"Not Yet Evaluated",'-,'-,,,46.07,0.06,0.65,08/22/2016
G,SLC25A12,HGNC:10982,2q31.1,2:172639915-172750754,2:171783405-171894244,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,9.53,0.22,0.42,01/19/2012
